customer_id,contract,internet_service,tech_support,payment_method,paperless_billing,churn
1502-XFCVR,One year,Fiber optic,No,Electronic check,Yes,Yes
7740-KKCXF,Month-to-month,DSL,No,Credit card (automatic),Yes,No
5360-XGYAZ,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
9692-TUSXH,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
7912-SYRQT,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
3557-HTYWR,Two year,DSL,Yes,Mailed check,No,No
4816-JBHOV,Month-to-month,DSL,No,Electronic check,Yes,Yes
8920-NAVAY,One year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
1699-TLDLZ,Two year,No,No internet service,Mailed check,No,No
5600-PDUJF,Month-to-month,DSL,Yes,Credit card (automatic),Yes,No
8292-TYSPY,Month-to-month,DSL,Yes,Credit card (automatic),Yes,Yes
0567-XRHCU,Two year,DSL,No,Credit card (automatic),Yes,No
1867-BDVFH,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
2067-QYTCF,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
2359-QWQUL,One year,Fiber optic,Yes,Credit card (automatic),Yes,Yes
9103-TCIHJ,Month-to-month,DSL,No,Mailed check,Yes,Yes
7407-SUJIZ,Month-to-month,No,No internet service,Mailed check,No,No
9150-KPBJQ,Two year,No,No internet service,Credit card (automatic),No,No
0052-DCKON,One year,Fiber optic,Yes,Bank transfer (automatic),No,No
3654-ARMGP,Two year,DSL,Yes,Credit card (automatic),No,No
9699-UBQFS,Month-to-month,Fiber optic,No,Electronic check,Yes,No
9367-TCUYN,Month-to-month,No,No internet service,Mailed check,No,No
1261-FWTTE,Month-to-month,DSL,No,Bank transfer (automatic),Yes,No
3528-HFRIQ,Month-to-month,DSL,No,Bank transfer (automatic),Yes,No
0708-SJDIS,Month-to-month,DSL,Yes,Mailed check,No,No
4140-WJAWW,Month-to-month,No,No internet service,Credit card (automatic),No,Yes
2073-QBVBI,One year,DSL,Yes,Mailed check,No,No
6928-ONTRW,Two year,No,No internet service,Credit card (automatic),No,No
3320-VEOYC,Month-to-month,Fiber optic,No,Electronic check,Yes,No
5231-FIQPA,Two year,No,No internet service,Mailed check,Yes,No
6617-WLBQC,One year,Fiber optic,No,Credit card (automatic),No,No
2599-CIPQE,Two year,Fiber optic,Yes,Credit card (automatic),No,No
6653-CBBOM,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
8774-GSBUN,Two year,No,No internet service,Mailed check,No,No
7326-RIGQZ,Month-to-month,Fiber optic,No,Electronic check,Yes,No
1401-FTHFQ,One year,No,No internet service,Credit card (automatic),Yes,No
3247-ZVOUO,Month-to-month,Fiber optic,No,Electronic check,No,Yes
0254-FNMCI,Two year,Fiber optic,Yes,Electronic check,Yes,No
1848-LBZHY,Month-to-month,DSL,No,Bank transfer (automatic),Yes,No
6101-IMRMM,Month-to-month,Fiber optic,No,Mailed check,No,Yes
8118-TJAFG,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
5429-LWCMV,Month-to-month,Fiber optic,No,Electronic check,Yes,No
7298-IZWLY,Month-to-month,No,No internet service,Mailed check,Yes,No
9758-MFWGD,One year,DSL,No,Bank transfer (automatic),No,No
3955-JBZZM,Month-to-month,Fiber optic,No,Electronic check,No,No
1268-ASBGA,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
8943-URTMR,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes
4815-TUMEQ,One year,No,No internet service,Mailed check,Yes,No
4713-LZDRV,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
9909-IDLEK,Month-to-month,Fiber optic,Yes,Mailed check,No,No
4092-OFQZS,One year,No,No internet service,Mailed check,No,No
1561-BWHIN,One year,No,No internet service,Mailed check,No,No
4325-NFSKC,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
9927-DSWDF,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
9500-LTVBP,Month-to-month,Fiber optic,Yes,Credit card (automatic),No,No
7252-NTGSS,Month-to-month,DSL,No,Mailed check,No,No
8149-AIQCG,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
1360-JYXKQ,One year,Fiber optic,Yes,Electronic check,Yes,No
2955-PSXOE,Month-to-month,No,No internet service,Bank transfer (automatic),Yes,Yes
7762-URZQH,Two year,Fiber optic,No,Credit card (automatic),Yes,Yes
0899-WZRSD,Month-to-month,Fiber optic,Yes,Mailed check,Yes,No
3255-GRXMG,Month-to-month,DSL,No,Credit card (automatic),Yes,No
4828-FAZPK,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
6094-ZIVKX,One year,DSL,No,Credit card (automatic),Yes,No
6925-BAYGL,Two year,No,No internet service,Credit card (automatic),No,No
3262-EIDHV,Two year,DSL,Yes,Credit card (automatic),No,No
7354-OIJLX,Month-to-month,Fiber optic,No,Electronic check,Yes,No
1376-HHBDV,Month-to-month,DSL,No,Mailed check,Yes,No
6907-NZZIJ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
6133-OZILE,Month-to-month,DSL,Yes,Electronic check,Yes,No
4135-FRWKJ,One year,DSL,Yes,Electronic check,No,No
2911-UREFD,Month-to-month,DSL,No,Electronic check,No,Yes
3744-ZRRDZ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
5673-TIYIB,Month-to-month,DSL,Yes,Credit card (automatic),Yes,Yes
6551-ZCOTS,One year,No,No internet service,Bank transfer (automatic),Yes,No
7191-ADRGF,Two year,DSL,No,Bank transfer (automatic),No,No
5018-LXQQG,Month-to-month,DSL,Yes,Bank transfer (automatic),No,No
6892-BOGQE,Two year,No,No internet service,Bank transfer (automatic),Yes,No
1602-IJQQE,Month-to-month,Fiber optic,No,Electronic check,No,Yes
4628-WQCQQ,One year,Fiber optic,No,Electronic check,Yes,Yes
1746-TGTWV,Month-to-month,Fiber optic,No,Credit card (automatic),No,No
5995-SNNEW,Month-to-month,Fiber optic,No,Electronic check,Yes,No
8050-WYBND,One year,DSL,No,Credit card (automatic),Yes,No
2821-WARNZ,One year,No,No internet service,Credit card (automatic),No,No
4879-GZLFH,Month-to-month,Fiber optic,No,Electronic check,Yes,No
1644-IRKSF,One year,Fiber optic,No,Electronic check,Yes,Yes
8314-HTWVE,Two year,No,No internet service,Mailed check,No,No
9402-ROUMJ,One year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
2507-QZPQS,Month-to-month,Fiber optic,Yes,Electronic check,No,No
7159-NOKYQ,Two year,Fiber optic,No,Electronic check,Yes,No
5707-ZMDJP,Two year,DSL,Yes,Mailed check,Yes,No
8779-YIQQA,One year,No,No internet service,Mailed check,No,No
7136-IHZJA,Month-to-month,DSL,Yes,Mailed check,Yes,No
8966-OIQHG,One year,No,No internet service,Bank transfer (automatic),No,No
7074-STDCN,Month-to-month,DSL,Yes,Electronic check,Yes,No
3705-PSNGL,One year,No,No internet service,Electronic check,Yes,Yes
8739-QOTTN,Month-to-month,No,No internet service,Mailed check,No,No
1399-OUPJN,Two year,No,No internet service,Bank transfer (automatic),No,No
0277-BKSQP,Month-to-month,DSL,No,Electronic check,Yes,No
6502-HCJTI,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
2606-RMDHZ,Month-to-month,DSL,No,Credit card (automatic),Yes,Yes
5774-XZTQC,Month-to-month,No,No internet service,Mailed check,No,No
2676-SSLTO,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
6266-QHOJZ,One year,Fiber optic,Yes,Electronic check,Yes,No
7269-JISCY,One year,DSL,No,Bank transfer (automatic),No,No
0363-SVHYR,Two year,DSL,Yes,Bank transfer (automatic),No,No
8547-NSBBO,Month-to-month,Fiber optic,Yes,Mailed check,Yes,No
8258-GSTJK,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
6861-OKBCE,Month-to-month,No,No internet service,Credit card (automatic),No,Yes
9940-RHLFB,Month-to-month,Fiber optic,No,Electronic check,No,Yes
6591-QGOYB,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes,No
9070-BCKQP,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
6421-SZVEM,One year,Fiber optic,No,Bank transfer (automatic),Yes,No
1328-EUZHC,Two year,No,No internet service,Mailed check,No,No
2995-UPRYS,One year,Fiber optic,Yes,Credit card (automatic),Yes,Yes
8878-RYUKI,Month-to-month,DSL,No,Electronic check,Yes,No
9633-DENPU,Month-to-month,DSL,No,Bank transfer (automatic),Yes,No
7811-JIVPF,Month-to-month,DSL,No,Credit card (automatic),No,No
7113-HIPFI,Two year,DSL,Yes,Mailed check,No,No
8541-QVFKM,Month-to-month,Fiber optic,No,Electronic check,Yes,No
6686-YPGHK,Month-to-month,Fiber optic,No,Mailed check,No,Yes
1383-EZRWL,Month-to-month,No,No internet service,Mailed check,No,Yes
9258-CNWAC,Two year,Fiber optic,Yes,Credit card (automatic),No,No
5371-VYLSX,Month-to-month,Fiber optic,No,Electronic check,Yes,No
6374-AFWOX,Two year,DSL,Yes,Mailed check,No,No
4759-TRPLW,Month-to-month,Fiber optic,No,Electronic check,No,Yes
5317-FLPJF,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
7621-VPNET,Month-to-month,Fiber optic,Yes,Credit card (automatic),Yes,No
6034-YMTOB,Month-to-month,Fiber optic,Yes,Mailed check,Yes,No
8563-IIOXK,One year,DSL,No,Electronic check,Yes,Yes
4903-CNOZC,One year,DSL,No,Credit card (automatic),No,No
4353-HYOJD,Month-to-month,DSL,No,Mailed check,No,No
8020-BWHYL,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
7267-FRMJW,Two year,No,No internet service,Mailed check,No,No
2982-VPSGI,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
4188-FRABG,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
8199-ZLLSA,One year,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes
4128-ETESU,Month-to-month,Fiber optic,No,Electronic check,No,No
0620-DLSLK,Month-to-month,Fiber optic,No,Mailed check,Yes,No
4625-EWPTF,Month-to-month,DSL,No,Electronic check,Yes,Yes
5980-NOPLP,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
3850-OKINF,One year,DSL,No,Electronic check,Yes,No
6892-XPFPU,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
8010-EZLOU,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
1156-ZFYDO,Month-to-month,No,No internet service,Electronic check,No,No
3295-YVUSR,Month-to-month,Fiber optic,No,Mailed check,Yes,No
8016-NCFVO,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
4119-ZYPZY,Two year,Fiber optic,Yes,Electronic check,Yes,No
5549-ZGHFB,Two year,No,No internet service,Mailed check,No,No
7577-SWIFR,Month-to-month,Fiber optic,No,Electronic check,Yes,No
0303-WMMRN,Month-to-month,No,No internet service,Mailed check,Yes,No
6408-OTUBZ,One year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
5204-HMGYF,One year,DSL,Yes,Mailed check,Yes,No
1078-TDCRN,Month-to-month,DSL,No,Electronic check,Yes,No
3727-OVPRY,One year,No,No internet service,Credit card (automatic),Yes,No
3797-FKOGQ,Month-to-month,Fiber optic,No,Electronic check,No,No
7622-NXQZR,Month-to-month,DSL,Yes,Credit card (automatic),Yes,No
6196-HBOBZ,Two year,Fiber optic,No,Electronic check,Yes,No
3970-XGJDU,Two year,No,No internet service,Credit card (automatic),Yes,No
7017-VFULY,Month-to-month,No,No internet service,Bank transfer (automatic),No,No
5562-YJQGT,Month-to-month,No,No internet service,Credit card (automatic),No,No
8807-OPMBM,Two year,No,No internet service,Credit card (automatic),Yes,No
5439-WIKXB,Month-to-month,Fiber optic,No,Electronic check,Yes,No
9874-QLCLH,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
8294-UIMBA,One year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
8109-YUOHE,One year,DSL,No,Mailed check,No,No
5840-NVDCG,Two year,DSL,Yes,Bank transfer (automatic),No,No
8092-NLTGF,Two year,No,No internet service,Bank transfer (automatic),No,No
5928-QLDHB,Month-to-month,Fiber optic,No,Electronic check,Yes,No
9840-EFJQB,Month-to-month,Fiber optic,No,Electronic check,No,No
0696-UKTOX,Month-to-month,DSL,Yes,Electronic check,No,No
4801-KFYKL,Month-to-month,No,No internet service,Bank transfer (automatic),No,No
3472-OAOOR,Month-to-month,DSL,No,Mailed check,Yes,No
6135-OZQVA,Month-to-month,DSL,No,Electronic check,Yes,No
8062-YBDOE,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
2252-JHJGE,One year,Fiber optic,No,Electronic check,No,No
4188-PCPIG,Two year,DSL,Yes,Credit card (automatic),Yes,No
6000-APYLU,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
7105-BENQF,One year,DSL,No,Mailed check,No,No
7721-DVEKZ,Month-to-month,No,No internet service,Mailed check,No,No
3566-VVORZ,Month-to-month,DSL,No,Bank transfer (automatic),No,No
9507-HSMMZ,Two year,No,No internet service,Mailed check,No,No
2480-SQIOB,Month-to-month,DSL,No,Electronic check,No,No
0947-IDHRQ,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes
7813-TKCVO,One year,No,No internet service,Mailed check,No,No
0128-MKWSG,Month-to-month,DSL,Yes,Mailed check,No,No
3672-YITQD,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
4350-ZTLPI,One year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
9048-JVYVF,Month-to-month,DSL,Yes,Electronic check,Yes,Yes
0361-HJRDX,Two year,DSL,Yes,Credit card (automatic),No,No
5727-MYATE,Two year,DSL,Yes,Credit card (automatic),Yes,No
3823-KYNQY,One year,No,No internet service,Credit card (automatic),No,No
8988-ECPJR,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes
7570-WELNY,Two year,Fiber optic,No,Bank transfer (automatic),Yes,No
3021-VLNRJ,One year,DSL,Yes,Credit card (automatic),Yes,No
3776-EKTKM,Month-to-month,DSL,No,Electronic check,Yes,Yes
2080-CAZNM,Month-to-month,Fiber optic,No,Electronic check,Yes,No
1028-FFNJK,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
6907-FLBER,Month-to-month,DSL,No,Electronic check,No,No
3001-UNBTL,Month-to-month,Fiber optic,No,Electronic check,Yes,No
5982-PSMKW,Two year,DSL,Yes,Credit card (automatic),Yes,No
3507-GASNP,Two year,No,No internet service,Mailed check,No,No
7096-ZNBZI,Two year,No,No internet service,Credit card (automatic),No,No
1902-XBTFB,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
1676-MQAOA,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
0786-IVLAW,One year,Fiber optic,No,Bank transfer (automatic),No,No
7566-DSRLQ,Two year,Fiber optic,Yes,Electronic check,Yes,No
0643-OKLRP,Month-to-month,Fiber optic,No,Electronic check,No,Yes
7245-JMTTQ,One year,Fiber optic,Yes,Electronic check,Yes,No
6050-IJRHS,One year,Fiber optic,No,Electronic check,Yes,No
6202-JVYEU,One year,No,No internet service,Electronic check,Yes,No
8591-TKMZH,Two year,Fiber optic,Yes,Mailed check,Yes,No
0734-OXWBT,Month-to-month,DSL,Yes,Mailed check,No,No
4282-ACRXS,Month-to-month,DSL,No,Electronic check,Yes,No
0365-TRTPY,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,No
7349-ALMUX,Two year,DSL,Yes,Bank transfer (automatic),No,No
9381-NDKME,Month-to-month,DSL,No,Credit card (automatic),Yes,Yes
6502-KUGLL,Month-to-month,DSL,Yes,Bank transfer (automatic),No,No
1841-YSJGV,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
2794-XIMMO,One year,DSL,Yes,Electronic check,Yes,Yes
8382-SHQEH,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
3511-BFTJW,Two year,DSL,No,Credit card (automatic),No,No
7668-XCFYV,Month-to-month,Fiber optic,No,Electronic check,Yes,No
2983-ZANRP,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
7845-URHJN,Month-to-month,No,No internet service,Bank transfer (automatic),No,Yes
3034-ZBEQN,One year,DSL,No,Mailed check,No,Yes
5018-HEKFO,Month-to-month,No,No internet service,Mailed check,Yes,No
2923-ARZLG,One year,No,No internet service,Mailed check,Yes,No
3976-NLDEZ,Month-to-month,No,No internet service,Mailed check,No,No
2282-YGNOR,One year,DSL,Yes,Credit card (automatic),No,No
5336-UFNZP,One year,Fiber optic,No,Electronic check,Yes,No
6854-EXGSF,Month-to-month,DSL,No,Bank transfer (automatic),Yes,No
1241-EZFMJ,Two year,No,No internet service,Bank transfer (automatic),No,No
9233-PSYHO,One year,Fiber optic,No,Bank transfer (automatic),Yes,No
5376-PCKNB,One year,Fiber optic,No,Credit card (automatic),Yes,No
8044-BGWPI,Month-to-month,No,No internet service,Electronic check,Yes,No
4060-LDNLU,Month-to-month,Fiber optic,No,Electronic check,No,No
3589-PPVKW,Month-to-month,DSL,No,Mailed check,Yes,No
8327-LZKAS,One year,Fiber optic,Yes,Electronic check,Yes,Yes
5887-IKKYO,Two year,Fiber optic,Yes,Bank transfer (automatic),No,No
1075-BGWOH,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
1755-RMCXH,Month-to-month,No,No internet service,Mailed check,No,No
0302-JOIVN,Month-to-month,Fiber optic,No,Electronic check,No,Yes
3858-XHYJO,One year,Fiber optic,No,Bank transfer (automatic),No,No
4299-SIMNS,Month-to-month,Fiber optic,No,Electronic check,Yes,No
7025-IWFHT,One year,Fiber optic,Yes,Electronic check,Yes,No
6261-LHRTG,Month-to-month,DSL,No,Credit card (automatic),Yes,No
7841-FCRQD,One year,DSL,Yes,Credit card (automatic),Yes,No
2056-EVGZL,One year,Fiber optic,Yes,Credit card (automatic),No,No
8777-MBMTS,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
7753-USQYQ,One year,DSL,Yes,Electronic check,Yes,No
5366-IJEQJ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
7661-CPURM,One year,Fiber optic,Yes,Credit card (automatic),Yes,No
6233-HXJMX,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
5902-WBLSE,Two year,No,No internet service,Credit card (automatic),Yes,No
1981-INRFU,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
4971-PUYQO,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes
3239-TPHPZ,Two year,No,No internet service,Electronic check,Yes,No
5115-GZDEL,Two year,DSL,Yes,Credit card (automatic),No,No
3338-CVVEH,Month-to-month,Fiber optic,No,Electronic check,No,No
8485-GJCDN,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes
2615-YVMYX,Month-to-month,Fiber optic,No,Electronic check,Yes,No
2851-STERV,One year,DSL,Yes,Electronic check,Yes,No
4393-GEADV,Two year,Fiber optic,Yes,Credit card (automatic),No,No
8486-AYEQH,Month-to-month,Fiber optic,No,Electronic check,Yes,No
1527-SXDPN,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes
6029-WTIPC,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
8634-CILSZ,One year,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes
5419-JKZNQ,Month-to-month,Fiber optic,No,Mailed check,No,No
2495-KZNFB,Month-to-month,Fiber optic,No,Electronic check,Yes,No
1409-PHXTF,Two year,Fiber optic,Yes,Electronic check,Yes,No
4560-WQAQW,One year,DSL,Yes,Bank transfer (automatic),No,No
9591-YVTEB,Month-to-month,DSL,No,Electronic check,Yes,No
9309-BZGNT,One year,DSL,No,Credit card (automatic),Yes,No
4274-DRSQT,One year,Fiber optic,No,Bank transfer (automatic),Yes,No
2027-DNKIV,One year,DSL,Yes,Mailed check,Yes,No
8075-GXIUB,One year,No,No internet service,Credit card (automatic),No,No
2885-HIJDH,Two year,DSL,Yes,Bank transfer (automatic),No,No
5424-RLQLC,Month-to-month,DSL,No,Mailed check,Yes,No
6682-QJDGB,Month-to-month,DSL,No,Mailed check,Yes,Yes
6507-DTJZV,Month-to-month,DSL,No,Credit card (automatic),No,No
8780-IXSTS,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
7673-BQGKU,Two year,No,No internet service,Bank transfer (automatic),No,No
6723-WSNTY,One year,Fiber optic,Yes,Credit card (automatic),Yes,No
9530-EHPOH,Month-to-month,DSL,No,Electronic check,No,Yes
2725-IWWBA,One year,DSL,Yes,Mailed check,No,No
0345-HKJVM,Month-to-month,Fiber optic,No,Electronic check,No,Yes
1061-PNTHC,Month-to-month,Fiber optic,Yes,Mailed check,Yes,No
0394-YONDK,Two year,No,No internet service,Credit card (automatic),No,No
6574-MCOEH,One year,DSL,Yes,Electronic check,Yes,No
7399-QHBJS,Two year,DSL,Yes,Credit card (automatic),No,No
3049-SOLAY,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
0997-YTLNY,Month-to-month,DSL,Yes,Mailed check,No,No
3317-HRTNN,Month-to-month,DSL,No,Electronic check,No,Yes
9479-HYNYL,Two year,DSL,Yes,Credit card (automatic),Yes,No
3235-ETOOB,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
9708-KFDBY,Month-to-month,No,No internet service,Credit card (automatic),No,No
8058-INTPH,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
3642-GKTCT,One year,Fiber optic,Yes,Mailed check,Yes,No
0774-RMNUW,Two year,DSL,Yes,Bank transfer (automatic),No,No
1334-PDUKM,One year,Fiber optic,No,Credit card (automatic),No,No
0756-MPZRL,One year,DSL,Yes,Credit card (automatic),No,No
2242-MFOTG,One year,Fiber optic,No,Bank transfer (automatic),No,No
2927-CVULT,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
2144-BFDSO,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,No
8745-PVESG,One year,DSL,Yes,Credit card (automatic),Yes,No
7647-GYYKX,Two year,No,No internet service,Bank transfer (automatic),Yes,No
5647-FXOTP,Month-to-month,Fiber optic,No,Electronic check,Yes,No
5569-OUICF,Month-to-month,Fiber optic,Yes,Credit card (automatic),Yes,Yes
8821-XNHVZ,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes
2082-OJVTK,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
9700-ISPUP,Month-to-month,DSL,Yes,Electronic check,Yes,No
9839-ETQOE,Month-to-month,DSL,No,Electronic check,Yes,No
6078-VESFR,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,No
9027-TMATR,Two year,DSL,Yes,Electronic check,Yes,No
5940-NFXKV,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
1941-HOSAM,Month-to-month,Fiber optic,No,Electronic check,Yes,No
9110-HSGTV,Two year,DSL,Yes,Credit card (automatic),Yes,No
0704-VCUMB,Two year,No,No internet service,Credit card (automatic),No,No
6171-ZTVYB,Month-to-month,DSL,Yes,Bank transfer (automatic),No,No
8053-WWDRO,Month-to-month,No,No internet service,Bank transfer (automatic),No,Yes
9564-KCLHR,Month-to-month,DSL,Yes,Mailed check,No,Yes
1935-IMVBB,Month-to-month,Fiber optic,No,Mailed check,No,No
2535-PBCGC,Two year,DSL,Yes,Bank transfer (automatic),No,No
2082-CEFLT,Month-to-month,DSL,No,Electronic check,Yes,Yes
1470-PSXNM,One year,Fiber optic,No,Electronic check,Yes,No
1213-NGCUN,Month-to-month,DSL,Yes,Bank transfer (automatic),Yes,Yes
2498-XLDZR,Two year,DSL,Yes,Mailed check,No,No
9866-OCCKE,Two year,Fiber optic,Yes,Mailed check,Yes,No
5338-YHWYT,Two year,DSL,Yes,Credit card (automatic),No,No
7718-UPSKJ,One year,Fiber optic,Yes,Credit card (automatic),Yes,No
8731-WBBMB,Month-to-month,DSL,Yes,Bank transfer (automatic),No,No
1448-CYWKC,One year,Fiber optic,No,Credit card (automatic),Yes,No
7901-IIDQV,One year,DSL,Yes,Bank transfer (automatic),No,No
2690-DVRVK,One year,No,No internet service,Electronic check,No,No
5688-KZTSN,Month-to-month,No,No internet service,Electronic check,Yes,Yes
1270-XKUCC,Two year,No,No internet service,Mailed check,No,No
0334-ZFJSR,One year,DSL,Yes,Credit card (automatic),Yes,No
2894-QOJRX,Month-to-month,DSL,No,Bank transfer (automatic),Yes,Yes
5747-PMBSQ,Month-to-month,Fiber optic,Yes,Mailed check,Yes,Yes
5583-EJXRD,Two year,DSL,Yes,Credit card (automatic),Yes,No
4565-EVZMJ,One year,DSL,Yes,Mailed check,Yes,No
3143-JQEGI,Month-to-month,Fiber optic,No,Electronic check,No,Yes
6386-SZZKH,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes
3327-YBAKM,One year,Fiber optic,Yes,Mailed check,Yes,No
9441-QHEVC,Month-to-month,No,No internet service,Mailed check,No,No
6705-LNMDD,Month-to-month,DSL,Yes,Mailed check,No,No
2580-ASVVY,Two year,DSL,Yes,Electronic check,No,No
3370-GQEAL,Month-to-month,Fiber optic,No,Electronic check,No,No
5032-USPKF,One year,DSL,No,Bank transfer (automatic),No,No
2982-IHMFT,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes
3521-SYVOR,Month-to-month,DSL,No,Electronic check,Yes,Yes
4254-QPEDE,Two year,DSL,Yes,Credit card (automatic),No,No
6283-GITPX,Two year,DSL,Yes,Credit card (automatic),Yes,No
9526-JAWYF,Month-to-month,Fiber optic,No,Electronic check,No,Yes
0771-CHWSK,Two year,DSL,No,Credit card (automatic),Yes,No
9788-HNGUT,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
9495-REDIY,One year,DSL,No,Credit card (automatic),Yes,No
5375-XLDOF,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
1172-VIYBP,Two year,DSL,No,Bank transfer (automatic),No,No
5649-VUKMC,One year,Fiber optic,No,Mailed check,No,Yes
6559-PDZLR,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
8992-OBVDG,Month-to-month,DSL,No,Mailed check,No,No
4273-MBHYA,Month-to-month,Fiber optic,No,Electronic check,Yes,No
4724-WXVWF,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
5701-GUXDC,One year,DSL,No,Credit card (automatic),No,No
1460-UZPRJ,Two year,No,No internet service,Mailed check,No,No
6082-GLJIX,Month-to-month,No,No internet service,Mailed check,No,No
5143-EGQFK,Month-to-month,DSL,Yes,Electronic check,Yes,Yes
4919-IKATY,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
2495-TTHBQ,One year,No,No internet service,Mailed check,Yes,No
0485-ZBSLN,Two year,No,No internet service,Credit card (automatic),No,No
3810-PJUHR,Two year,No,No internet service,Mailed check,No,No
9050-QLROH,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
0847-HGRML,Two year,No,No internet service,Bank transfer (automatic),No,No
8232-CTLKO,Two year,DSL,No,Electronic check,Yes,No
9227-YBAXE,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
6168-WFVVF,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
9860-LISIZ,Month-to-month,No,No internet service,Mailed check,No,No
0112-QAWRZ,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,No
0877-SDMBN,One year,Fiber optic,No,Bank transfer (automatic),Yes,Yes
2786-GCDPI,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
4043-MKDTV,Two year,Fiber optic,Yes,Electronic check,Yes,No
8065-YKXKD,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
9637-EIHEQ,Month-to-month,DSL,Yes,Electronic check,Yes,Yes
9229-RQABD,One year,No,No internet service,Mailed check,No,No
8313-KTIHG,Month-to-month,DSL,Yes,Electronic check,Yes,No
